,link,date,title,text,classification,
0,https://www.boatos.org/saude/morte-subita-died-suddenly-o-fim-da-farsa-revela-verdade-sobre-vacinas.html,2022-11-30 13:18:17,"""Morte Súbita (died suddenly) O Fim da Farsa"" revela a verdade sobre vacinas ",“MORTE SÚBITA (DIED SUDDENLY) COMPARTILHE ESSE VÍDEO COM TODAS AS PESSOAS QUE VOCÊ PUDER E ESFREGUE NA CARA DAQUELES QUE DEFENDERAM O GENOCÍDIO !!,1,
2,https://www.boatos.org/saude/mascaras-contaminadas-estao-chegando-china-para-contaminar-pessoas-no-brasil.html,2022-11-19 12:34:22,Máscaras contaminadas estão chegando da China para contaminar pessoas no Brasil ,"MÁSCARAS CONTAMINADAS DA CHINA CHEGANDO   PRA COMPLETAR DE PEGAR FOGO NO INFERNO – MAIS ESSA NAVIOS E MAIS NAVIOS VINDO DA CHINA COM AS MÁSCARAS CONTAMINADAS; PRA TENTAR MATAR DESSA VEZ QUEM CONSEGUIU SOBREVIVER AO COVID-19 DAS OUTRAS LEVAS! SATANÁS NÃO BRINCA EM SERVIÇO! Para Nível de conhecimento URGENTE ASSISTAM E REPASSEM Pasmem, INACREDITÁVEL MÁSCARAS CONTAMINADAS   Cuidado! Chegou navio chinês cheio de máscaras. Essas máscaras estão contaminadas. Postinhos irão distribuir. Objetivo é matar o máximo de pessoas. CUIDADO!   Urgência na saúde máscaras distribuídas contaminadas não aceitem. Ouça o vídeo abaixo.",1,
3,https://www.boatos.org/saude/teste-covid-19-ja-vem-infectado-com-virus-cotonete-mostra-video.html,2022-11-16 19:01:17,"Teste de Covid-19 já vem infectado com vírus no cotonete, mostra vídeo ","Transcrição: Uma coisa no teste de covid. É uma índole. É mau caratismo. É plano de controle populacional, ditatorial, tecnocrata. Está aí, pessoal. Ele está abrindo, olha só. Está tendo que cortar e puxar. Pra tirar o negócio. Olha aí Esse é o cotonete que tem aqueles negócios pretos ali dentro. Vê se tem cabimento um negócio desse. Tantas pessoas estão se submetendo a esses testes e estão se contaminando. Porque você acha que surgiram novas cepas aí disseram que está vindo novas cepas depois de testes e depois de vacinações. Aí que surgiram novas cepas. Por quê? Por causa disso aí ó. É isso aí que está causando problema. Ou vai dizer que isso aí é saudável enfiar no nariz com negócio preto aí dentro. Não é nada Quer dizer que vc faz um teste de Covid-19 e sai contaminado com vírus? Deus do céuDiga que esse médico tá errado   Não tenho como confirmar a veracidade do vídeo, mas serve de alerta, os testes para COVID vindo da China estão contaminados com vírus, você se testa e ao mesmo se contamina. Espero que tenha alguém que possa confirmar ou desmentir o vídeo",1,
4,https://www.boatos.org/saude/criador-vacina-pfizer-robert-malone-revela-vacinas-contra-covid-19-estavam-teste-nao-funcionam.html,2022-11-16 15:55:15,"Criador da vacina da Pfizer, Robert Malone revela que as vacinas contra Covid-19 estavam em teste e não funcionam ","O pronunciamento que o mundo não esperava: Criador da Vacina da Pfizer, Robert Malone, assume publicamente para o mundo, que AS VACINAS ESTAVAM EM TESTE E QUE NÃO FUNCIONAM e que as milhares de mortes causadas e efeitos colaterais malefícios, por si já respondem.",1,
5,https://www.boatos.org/saude/nova-onda-da-covid-19-com-subvariantes-da-omicron-bq-1-bxx-uma-farsa.html,2022-11-12 11:55:02,Nova onda da Covid-19 com subvariantes da Ômicron BQ.1 e BXX é uma farsa ,"Olá, sou médico sanitarista e a minha especialidade é saúde pública. Eh eu resolvi fazer um alerta, emitir um alerta sobre uma situação muito grave que está acontecendo que é uma notícia falsa. a covid está voltando e que existe aí uma um uma variante chamada ele e ETC. e tal. Isso é uma grande mentira eu quero deixar as pessoas tranquilas e os clientes tem me perguntado essa questão da nova covid. Isso não existe. Eu trabalho em dois hospitais e num pronto-socorro. E ainda trabalho numa clínica popular onde eu atendo cerca de cem pessoas por semana. Então não está existindo isso. Acalmem-se. E transmitam essa essa minha mensagem eh como vocês puderem pra todas as redes, pra todos os contatos. Não está existindo nada. Inclusive é um crime muito grande. Isso é um crime. Está sendo colocado que a forma é gravíssima e que mata tanto vacinados quanto não vacinados Isso é muito sério. Inclusive colocando que deve se retornar ao uso de máscaras, confinamentos social e etcétera e tal. Quando já acabou essa situação já acabou, já está acabada. Acabou o terror. Não existe nenhuma onda de novo essa notícia ela realmente é completamente falsa. Então fiquem calmos, fiquem tranquilos, eu sou especialista nessa área e digo a vocês, isso não existe, isso é uma grande mentira. Passem adiante isso. Obrigado, bom dia a vocês",1,
6,https://www.boatos.org/saude/grupo-unimed-alerta-variante-delta-da-covid-19-tem-outros-sintomas-foge-dos-testes-mais-mortal.html,2022-11-09 22:07:36,"Grupo Unimed alerta que variante Delta da Covid-19 tem outros sintomas, foge dos testes e é mais mortal ","Se cuidem! *GRUPO UNIMED ALERTA* Covid Variante Delta: não há tosse, nem febre mas articulações muito doloridas, dor de cabeça, dor no pescoço e na parte superior das costas, fraqueza geral, perda de apetite e pneumonia. Mais virulento e com maior taxa de mortalidade, com evidência mais rápida para chegar a extremos. Às vezes sem sintomas! Afeta diretamente os pulmões, o que significa que nas ‘janelas’, os períodos de tempo são mais curtos. Muitos pacientes não tem febre nem dor, mas que relatam pneumonia torácica leve em suas radiografias. Os testes de esfregaço nasal muitas vezes são negativos para Covid-19, e há cada vez mais resultados falsos negativos em testes de nasofaringe. Isso significa que o vírus se espalha e se espalha diretamente para os pulmões, causando estresse respiratório agudo causado pela pneumonia viral.  Por isso, sejamos mais cuidadosos, evitando aglomerações, mantendo 1,5 m de distância mesmo em locais abertos, usando máscara facial, usando álcool 70% e lavando as mãos com frequência (e quando tossimos ou espirramos). Peço que reforcem com suas equipes o uso da máscara e distanciamento social. Não guarde essas informações para você, Compartilhe! Grupo Unimed",1,
7,https://www.boatos.org/saude/medico-pedro-ernesto-alerta-omicron-xxb-e-mais-mortal-outras-variantes.html,2022-11-09 21:03:41,Médico do Pedro Ernesto alerta que Ômicron XXB é mais mortal do que outras variantes ,"*Notícias importantes enviadas por médico do Pedro Ernesto!* Todos são aconselhados a usar uma máscara porque o novo coronavírus variante COVID-Omicron XBB é diferente, mortal e não é facilmente detectado adequadamente:- Os sintomas do novo vírus COVID-Omicron XBB são os seguintes:- 1. Não tossir. 2. Sem febre. Haverá apenas muitos :- 3. Dor nas articulações. 4. Dor de cabeça. 5. Dor no pescoço. 6. Dor na parte superior das costas. 7. Pneumonia. 8. Geralmente não tem apetite. Obviamente, o COVID-Omicron XBB é 5 vezes mais tóxico que a variante Delta e tem uma taxa de mortalidade mais alta que a Delta. Leva um tempo mais curto para a condição atingir gravidade extrema e, às vezes, não há sintomas óbvios.  Vamos ter mais cuidado! Essa cepa do vírus não é encontrada na região nasofaríngea e afeta diretamente os pulmões, as “janelas”, por um período de tempo relativamente curto. Vários pacientes diagnosticados com Covid Omicron XBB foram classificados como sem febre e sem dor, mas os raios-X mostraram pneumonia torácica leve. Os testes de swab nasais geralmente são negativos para COVID-Omicron XBB, e os casos falso-negativos de testes nasofaríngeos estão aumentando. Isso significa que o vírus pode se espalhar na comunidade e infectar diretamente os pulmões, levando à pneumonia viral, que por sua vez causa estresse respiratório agudo.  Isso explica por que o Covid-Omicron XBB se tornou altamente contagioso, altamente virulento e letal. Atenção, evite lugares lotados, mantenha uma distância de 1,5m mesmo em espaços abertos, use uma máscara de dupla camada, use uma máscara adequada, lave as mãos com frequência quando todos estiverem assintomáticos (sem tossir ou espirrar). Este Covid Omicron *”WAVE”* é mais mortal que a primeira onda de Covid-19. Portanto, temos que ter muito cuidado e tomar várias precauções aprimoradas contra o coronavírus. Subiu bem o n° de internações. De mortes inclusive. Essa cepa do vírus faz dente cair, já tem 3 casos (ou 4?) lá no ambulatório. Também mantenha uma comunicação vigilante com seus amigos e familiares. Não guarde essas informações para você, compartilhe o máximo possível com outros parentes e amigos e etc",1,
8,https://www.boatos.org/saude/variante-omicron-xbb-covid-19-nao-detectada-em-testes-mais-mortal.html,2022-11-07 23:17:41,Variante Ômicron XBB da Covid-19 não é detectada em testes e é mais mortal ,"Notícias de Singapura! Todos são aconselhados a usar uma máscara porque o novo coronavírus variante COVID-Omicron XBB é diferente, mortal e não é facilmente detec tado adequadamente:- Os sintomas do novo vírus COVID-Omicron XBB são os seguintes:- 1. Não tossir. 2. Sem febre. Haverá apenas muitos :- 3. Dor nas articulações. 4. Dor de cabeça. 5. Dor no pescoço. 6. Dor na parte superior das costas. 7. Pneumonia. 8. Geralmente não tem apetite. Obviamente, o COVID-Omicron XBB é 5 vezes mais tóxico que a variante Delta e tem uma taxa de mortalidade mais alta que a Delta.  Leva um tempo mais curto para a condição atingir gravidade extrema e, às vezes, não há sintomas óbvios. Vamos ter mais cuidado! Essa cepa do vírus não é encontrada na região nasofaríngea e afeta diretamente os pulmões, as “janelas”, por um período de tempo relativamente curto. Vários pacientes diagnosticados com Covid Omicron XBB foram classificados como sem febre e sem dor, mas os raios-X mostraram pneumonia torácica leve. Os testes de swab nasais geralmente são negativos para COVID-Omicron XBB, e os casos falso-negativos de testes nasofaríngeos estão aumentando. Isso significa que o vírus pode se espalhar na comunidade e infectar diretamente os pulmões, levando à pneumonia viral, que por sua vez causa estresse respiratório agudo.   Isso explica por que o Covid-Omicron XBB se tornou altamente contagioso, altamente virulento e letal.   Atenção, evite lugares lotados, mantenha uma distância de 1,5m mesmo em espaços abertos, use uma máscara de dupla camada, use uma máscara adequada, lave as mãos com frequência quando todos estiverem assintomáticos (sem tossir ou espirrar). Este Covid Omicron *”WAVE”* é mais mortal que a primeira onda de Covid-19. Portanto, temos que ter muito cuidado e tomar várias precauções aprimoradas contra o coronavírus.  Também mantenha uma comunicação vigilante com seus amigos e familiares.   Informação salva!",1,
9,https://www.boatos.org/saude/ufrj-mente-covid-voltou-apenas-para-desmobilizar-manifestacoes-pro-bolsonaro.html,2022-11-07 14:48:57,"UFRJ mente que ""covid voltou"" apenas para desmobilizar manifestações pró-Bolsonaro ","“A UFRJ ESTÁ DIZENDO QUE A COVID VOLTOU PARA ACABAR COM AS MANIFESTAÇÕES! NÃO CAIAM NESSA, É MENTIRA! FAKE!!",1,
10,https://www.boatos.org/saude/ufrj-mente-covid-voltou-apenas-para-desmobilizar-manifestacoes-pro-bolsonaro.html,2022-11-07 14:48:57,"UFRJ mente que ""covid voltou"" apenas para desmobilizar manifestações pró-Bolsonaro ","  “Gente, hoje é dia 6 de novembro de 2022, domingo. É… nosso inimigo tem uma uma forma abjeta e imunda de lidar com as coisas. A Universidade Federal do Rio de Janeiro está lançando aí nos grupos internos, já já sai na imprensa, que estão aumentando os casos de Covid. E, pra isso, ela está recomendando o uso de máscaras e também recomendando que não haja aglomeração. Aglomeração quer dizer o quê?  Acabar com as manifestações, certo? A Secretaria Municipal de Saúde do Rio de Janeiro, já já Dudu Nero vai entrar nessa, tá? Já já ele vai entrar. Então, gente, abre o olho, porque se estão fazendo isso, na Universidade Federal do Rio de Janeiro, já lançando essas notas aí, dizendo que está aumentando os casos de Covid, isso quer dizer que o povo então está incomodando, porque se não fosse algo importante, algo real a ser verificado em relação às urnas, em relação ao STF, ao mandatismo, a derrubar perfis aí, eles não se preocupariam em tirar as pessoas das ruas. Então, nós estamos no caminho certo, porque senão não fariam isso. Então, agora, a próxima deles, do povo imundo e trevoso é dizer que há um surto de Covid, por isso, não pode haver aglomeração. Então, se não pode haver aglomeração, não vai poder ter o povo nas ruas. Gente, precisamos já começar a combater isso, fazer aí uma contra onda, tá, gente?",1,
